,total_perc_change,new_case_count_sum,religion,civic,charitable,fraternal,union,voteage,local,state,federal,politicalacts,ethnic,ethnichpn,education,incomeequal,employ,genderincome,language,commu,nonelder
"Union County, Ohio",-0.00849494,740,0.056907617,0.06519999,0.36426592,0.31040892,0.31111112,0.51790434,0.19185056,0.062317997,0.025210382,0.18142235,0.8411766,0.9473091,0.63238287,0.6027397,0.5951557,0.14423585,0.95369196,0.8316968,0.99963313
"New York County, New York",-0.008452882,20923,0.009752961,0.10866666,0.4570637,0.17843866,0.34567901,0.5026656,0.13058476,0.034886133,0.059407294,0.16110305,0.17409265,0.23613048,0.5804481,0.100456595,0.55824685,0.047270775,0.58307993,0.8266482,0.99998426
"Sarpy County, Nebraska",-0.008446575,2911,0.011312461,0.10323332,0.48891968,0.31784385,0.56790125,0.47716114,0.16256103,0.056335546,0.20990756,0.36574745,0.7264545,0.7466373,0.75967413,0.65068495,0.69550174,0.0287925,0.9192321,0.9343202,0.9998903
"Butler County, Ohio",-0.008433205,4301,0.036212273,0.10866666,0.41828254,0.3141264,0.42962962,0.53609085,0.14942531,0.0855744,0.047371443,0.40058056,0.7016661,0.86356235,0.6873727,0.4977169,0.5524798,0.044397593,0.93258023,0.9501436,0.99993944
"Macoupin County, Illinois",-0.008178471,686,0.14232346,0.07063332,0.39196676,0.39033458,0.3308642,0.61096394,0.1351526,0.1238091,0.056530125,0.29027575,0.9416964,0.96259075,0.72301424,0.55707765,0.5190311,0.1108346,0.97853476,0.8688368,0.9993557
"Franklin County, Pennsylvania",-0.008047588,2799,0.086764745,0.09236666,0.3033241,0.2788104,0.4962963,0.57019114,0.13821845,0.06596306,0.16599315,0.233672,0.84338987,0.851135,0.5580448,0.55251145,0.5767012,0.14093459,0.93192345,0.92171407,0.9997947
"Blanco County, Texas",-0.007934862,146,0.10292361,0.048899993,0.48060942,0.3345725,0.39012346,0.56182045,0.19210759,0.086938605,0.110062465,0.4179971,0.82109565,0.41963577,0.51527494,0.46803653,0.54786617,0.100979865,0.8640934,0.87470764,0.9964736
"Dorchester County, South Carolina",-0.007817123,4596,0.059129603,0.09236666,0.33240998,0.2472119,0.34567901,0.5087281,0.16936561,0.13260512,0.21450403,0.33091438,0.40435743,0.8434417,0.6802444,0.5707762,0.54901963,0.11559212,0.9450595,0.87353003,0.9998417
"Wakulla County, Florida",-0.00780106,887,0.074900545,0.06519999,0.2132964,0.2639405,0.28395063,0.61143416,0.26345906,0.3356364,0.10467651,0.18867925,0.626454,0.87951267,0.51221997,0.6004566,0.49250287,0.12583315,0.96221495,0.93940294,0.9992408
"Wood County, Ohio",-0.00769549,1602,0.055285964,0.09236666,0.31578946,0.32899627,0.37037036,0.6092272,0.17070596,0.15633363,0.035311434,0.23802613,0.8208667,0.8351531,0.75967413,0.47260273,0.5397924,0.04358715,0.95378244,0.86821836,0.99981874
"Lexington County, South Carolina",-0.007688522,6088,0.05576867,0.10866666,0.35734072,0.27509293,0.3530864,0.53454936,0.14464141,0.17803724,0.1005529,0.8490566,0.5904687,0.813455,0.6334012,0.5228311,0.6020761,0.07125151,0.93252945,0.8963342,0.9999074
"Essex County, Massachusetts",-0.007648298,13564,0.01259336,0.10866666,0.5235457,0.29739776,0.6469136,0.49949658,0.16010809,0.06396247,0.07242068,0.45573294,0.58497465,0.4756397,0.60285133,0.39726025,0.58131486,0.088202775,0.75744605,0.91490585,0.9999641
"Jefferson County, Alabama",-0.007337658,14276,0.10361168,0.10866666,0.23961219,0.26208177,0.30123457,0.560708,0.16314319,0.09726993,0.094514094,0.26995647,0.30663228,0.86725104,0.6425662,0.34931505,0.5028835,0.06596643,0.94083685,0.9338834,0.9999623
"Racine County, Wisconsin",-0.007139851,2867,0.036302555,0.09779999,0.23130193,0.21747212,0.45679012,0.5378463,0.14884606,0.060324825,0.06152541,0.19593614,0.56524026,0.612668,0.59063137,0.5068493,0.54786617,0.07205558,0.9000148,0.9411533,0.9998764
"Cuyahoga County, Ohio",-0.007139835,20190,0.024531016,0.10866666,0.44182825,0.34386617,0.40493828,0.57211715,0.20030276,0.03457399,0.09510715,0.39912918,0.35506898,0.82823795,0.62118125,0.36529678,0.47866204,0.051655054,0.88361263,0.91377497,0.99997824
"Cecil County, Maryland",-0.00712468,1473,0.045350406,0.081499994,0.40443215,0.33271375,0.4962963,0.55315286,0.15629569,0.073389664,0.23855257,0.3962264,0.76971316,0.88041747,0.5967413,0.55251145,0.5893887,0.08200425,0.93312943,0.9430948,0.99977607
"Floyd County, Kentucky",-0.007048698,841,0.12083711,0.05433333,0.44182825,0.17843866,0.38271606,0.61588335,0.12180284,0.2158935,0.07269359,0.287373,0.94228405,0.9751247,0.5254583,0.4018265,0.2652826,0.14768296,0.9898728,0.8269701,0.99933237
"Rutherford County, North Carolina",-0.006788307,1018,0.18034925,0.04346666,0.48060942,0.37174723,0.36296296,0.60186636,0.15816362,0.12702009,0.027398199,0.37300435,0.68248403,0.8731165,0.5916497,0.4497717,0.36447522,0.07178247,0.9550641,0.8853289,0.9995239
"Henrico County, Virginia",-0.006764327,4846,0.024535706,0.10866666,0.26731303,0.24535316,0.36049384,0.49902606,0.16341327,0.106750496,0.09413692,0.2322206,0.2962554,0.82991296,0.6395112,0.47260273,0.62283736,0.033367574,0.86300534,0.95240206,0.99992293
"Suffolk County, Massachusetts",-0.006690732,14453,0.015485538,0.10866666,0.45152354,0.32899627,0.5012346,0.45387352,0.14075503,0.07256191,0.06100918,0.18577649,0.18451518,0.38245958,0.6334012,0.28995436,0.5420992,0.040376544,0.6167361,0.89423436,0.99997145
"Shelby County, Alabama",-0.006517438,5381,0.056429077,0.10323332,0.3559557,0.3513011,0.43703705,0.5155698,0.1299671,0.076925494,0.060720623,0.2946299,0.63881445,0.8031927,0.68329936,0.48173517,0.6320646,0.050328135,0.92144054,0.9416392,0.9998923
"Ross County, Ohio",-0.006232907,868,0.07904664,0.08693332,0.2299169,0.19144982,0.2,0.61660326,0.1657372,0.14160731,0.16402951,0.23076923,0.7722304,0.9600142,0.59979635,0.47488582,0.37716264,0.07869804,0.9718369,0.92933756,0.9996718
"Harris County, Texas",-0.006109695,69282,0.024133747,0.10866666,0.45429364,0.330855,0.4345679,0.2737008,0.1343027,0.059136856,0.055168673,0.31059507,0.23817593,0.04355812,0.5580448,0.3584475,0.58823526,0.03486663,0.56511986,0.8703581,0.9999958
"Kenton County, Kentucky",-0.006024967,1943,0.037836824,0.08693332,0.46121883,0.32713756,0.40987656,0.5555052,0.11418561,0.056649473,0.14224775,0.31059507,0.7943911,0.9073358,0.6466395,0.48401827,0.60899657,0.04784161,0.95569,0.87837833,0.99986583
"Trumbull County, Ohio",-0.005836798,2411,0.06975788,0.08693332,0.3130194,0.13011153,0.28395063,0.6196765,0.15933587,0.046746317,0.04763441,0.39477503,0.7419576,0.9497041,0.5712831,0.51826483,0.4394464,0.13704377,0.9492778,0.86635566,0.9998515
"Burlington County, New Jersey",-0.005604178,8561,0.021778313,0.10866666,0.5235457,0.2881041,0.6469136,0.54831517,0.19177684,0.1279705,0.15242758,0.4310595,0.46147466,0.7741769,0.63238287,0.5479452,0.56632066,0.06370646,0.87606925,0.9628663,0.9999423
"Bremer County, Iowa",-0.005604043,237,0.11524374,0.05976666,0.42520776,0.37546468,0.46666667,0.60630393,0.16325422,0.10926328,0.054132268,0.3846154,0.9341988,0.966382,0.7423625,0.55479455,0.61591697,0.22029227,0.97317994,0.90639544,0.9987162
"Honolulu County, Hawaii",-0.00550278,9973,0.027072864,0.10866666,0.46398893,0.3550186,0.31851852,0.5030762,0.073669635,0.20832357,0.31790584,0.42815676,0.082178235,0.7087649,0.7393075,0.5091324,0.55132645,0.07351136,0.7076247,0.9063565,0.9999712
"St. Louis County, Missouri",-0.005479028,19681,0.023406848,0.10866666,0.38919666,0.3197026,0.29135802,0.55685747,0.11100296,0.04778744,0.1007105,0.15965167,0.42631137,0.90889233,0.6680244,0.38584477,0.56632066,0.04750651,0.91418296,0.93475986,0.9999726
"Yolo County, California",-0.005418039,2679,0.020188605,0.10323332,0.3933518,0.35873607,0.49876544,0.43752342,0.21336189,0.34703943,0.08880135,0.34833091,0.3163215,0.1679343,0.7250509,0.43150687,0.4971165,0.04713595,0.64343244,0.91432965,0.99990535
"Orleans Parish, Louisiana",-0.00520862,8334,0.04049404,0.10866666,0.23545706,0.27695167,0.491358,0.5871156,0.14161077,0.12097898,0.1204315,0.2264151,0.30923212,0.8063251,0.6395112,0.23744291,0.43252593,0.033529997,0.8990583,0.7465978,0.9999236
"Greene County, Missouri",-0.005080024,11222,0.06461592,0.10866666,0.10387812,0.1654275,0.44691357,0.62267506,0.119678214,0.07537511,0.054777745,0.11030479,0.7942991,0.8889475,0.7617108,0.42694062,0.55594003,0.026709437,0.9480796,0.86131555,0.9999029
"Cherokee County, Georgia",-0.004810713,4790,0.022500644,0.08693332,0.42105263,0.27695167,0.46419752,0.45817313,0.1623544,0.040071905,0.048075885,0.35849056,0.6927326,0.66964304,0.6120163,0.53652966,0.61937714,0.024328649,0.87589335,0.8738012,0.99991184
"Morgan County, Indiana",-0.004512874,860,0.07864695,0.07606666,0.2825485,0.3513011,0.47160494,0.5665364,0.13076802,0.051125,0.06840008,0.1233672,0.9408392,0.95165765,0.5875764,0.586758,0.53056514,0.17250884,0.9834972,0.92885816,0.99964935
"Ingham County, Michigan",-0.004507401,8252,0.040123105,0.09779999,0.51246536,0.33643124,0.3802469,0.5687728,0.14567724,0.27256304,0.05446489,0.4934688,0.49403983,0.73829865,0.7749491,0.41780823,0.50865054,0.03177339,0.8809747,0.7991852,0.9999286
"San Luis Obispo County, California",-0.004291453,3212,0.04142954,0.09779999,0.77146816,0.21003717,0.65925926,0.5891412,0.18255657,0.17321487,0.06592339,0.22206096,0.6251031,0.36329955,0.7780041,0.43150687,0.48327565,0.007218242,0.82557863,0.9328626,0.99989444
"Lumpkin County, Georgia",-0.004261705,379,0.035950687,0.05976666,0.3033241,0.2825279,0.25679013,0.6078383,0.19479325,0.16069017,0.053238284,0.233672,0.8510224,0.8185938,0.67820776,0.5068493,0.48673585,0.069934905,0.94029844,0.9074233,0.99919003
"St. Charles County, Missouri",-0.004161032,7843,0.015348223,0.10323332,0.21468145,0.26208177,0.39506173,0.5408535,0.12139821,0.03566445,0.04886306,0.36719882,0.7877631,0.8983335,0.691446,0.6210046,0.66320646,0.1022082,0.93552977,0.92343014,0.9999392
"Clearfield County, Pennsylvania",-0.003936041,2161,0.15275982,0.09779999,0.25484765,0.27509293,0.4419753,0.64173216,0.11388451,0.1226098,0.065724306,0.19883889,0.90124387,0.91728574,0.5468432,0.5091324,0.41868514,0.1273362,0.9666514,0.94546443,0.999612
"Deschutes County, Oregon",-0.003471295,4746,0.037762646,0.10866666,0.45844877,0.30483273,0.39259258,0.57131577,0.15751919,0.05458764,0.064370885,0.45863572,0.8354355,0.73861533,0.7423625,0.49086756,0.5201846,0.08720946,0.9327979,0.8918322,0.9998222
"Cumberland County, New Jersey",-0.003466701,2788,0.055969574,0.10323332,0.28947368,0.18587361,0.41234568,0.48699042,0.23104422,0.1892615,0.07131405,0.22786647,0.3146261,0.24194664,0.5458248,0.48401827,0.40023068,0.066961706,0.74699223,0.8370213,0.99984777
"Talbot County, Maryland",-0.00346593,311,0.09046884,0.07606666,0.20775624,0.20260224,0.3160494,0.6246426,0.14777265,0.08300979,0.12645026,0.20029028,0.5851416,0.81657004,0.64867616,0.4018265,0.5467128,0.11344665,0.9319277,0.9341107,0.9988614
"Adams County, Iowa",-0.003397868,38,0.24386334,0.032599997,0.49168974,0.30483273,0.37777779,0.6418419,0.20399536,0.091836736,0.051777788,0.33381712,0.9294744,0.91189295,0.59979635,0.42694062,0.6309112,0.059477627,0.9803647,0.85707754,0.9913163
"Washington County, Wisconsin",-0.003257269,1625,0.025430024,0.10866666,0.433518,0.24349442,0.3654321,0.5711765,0.11685601,0.032322317,0.032948572,0.40928882,0.90913594,0.9076773,0.6863544,0.5936073,0.6770473,0.1786604,0.9464134,0.9358717,0.999812
"Middlesex County, Massachusetts",-0.00299651,22639,0.014417173,0.10866666,0.57756233,0.28066915,0.65679014,0.48872098,0.13907233,0.061320394,0.07525243,0.43541363,0.57421446,0.7693864,0.65173113,0.42009133,0.6205306,0.039261878,0.7530224,0.9230787,0.9999834
"Mahoning County, Ohio",-0.002861084,3214,0.06859433,0.10866666,0.39889196,0.36431226,0.37530863,0.61420083,0.16598415,0.06468711,0.058055986,0.30478954,0.5776038,0.835587,0.63238287,0.41324198,0.4359862,0.07225877,0.9300133,0.8971697,0.9998677
"Cook County, Illinois",-0.002854233,85482,0.017136786,0.10866666,0.3864266,0.22304833,0.5012346,0.4230525,0.16923282,0.047215465,0.07616644,0.43686503,0.18110538,0.28612053,0.6150713,0.3584475,0.5121107,0.05806011,0.64895225,0.89343446,0.9999956
"Hampton city, Virginia",-0.002560932,2219,0.047297917,0.09779999,0.2603878,0.18215613,0.22222222,0.5823717,0.20094985,0.059242383,0.46973604,0.2670537,0.26653302,0.83507967,0.77291244,0.5753425,0.5028835,0.08198172,0.9256266,0.9021604,0.9998406
"Travis County, Texas",-0.002544324,14048,0.017760513,0.10866666,0.5235457,0.32342008,0.46419752,0.40141103,0.1316882,0.17585406,0.06647832,0.2743106,0.33074713,0.1185925,0.6354379,0.3607306,0.644752,0.020892024,0.6699906,0.9061131,0.9999851
"Lake County, Indiana",-0.002482249,8362,0.046658695,0.10866666,0.34487534,0.32156134,0.40987656,0.5220439,0.15930657,0.0451766,0.06373071,0.29027575,0.2958982,0.46534008,0.60285133,0.49086756,0.47866204,0.15136987,0.84863424,0.8921301,0.9999494
"Albany County, New York",-0.002344189,3707,0.02527138,0.10866666,0.5554017,0.302974,0.52839506,0.6020505,0.18763116,0.30947107,0.08150489,0.5428157,0.5276949,0.8247919,0.68839103,0.4474886,0.5801615,0.042330384,0.8749621,0.89233196,0.99991405
"Anne Arundel County, Maryland",-0.002261017,8067,0.017528202,0.10866666,0.56786704,0.24349442,0.65925926,0.551363,0.15247361,0.08351717,0.46954232,0.47024673,0.49680436,0.7924787,0.67107946,0.5456621,0.6170703,0.08162725,0.8971902,0.93991506,0.9999559
"Tolland County, Connecticut",-0.002156452,1755,0.012028552,0.10323332,0.5761773,0.2825279,0.4888889,0.60945165,0.19216672,0.22403537,0.05193854,0.33671987,0.7530364,0.8436718,0.7281059,0.5776256,0.61937714,0.09583259,0.89704585,0.95586014,0.99985063
"Adams County, Pennsylvania",-0.002016419,2335,0.069829226,0.09236666,0.34764543,0.37360594,0.48395061,0.5824536,0.14078179,0.056854002,0.12705202,0.33962265,0.8275615,0.7884022,0.6527495,0.586758,0.6205306,0.13301915,0.9340717,0.9329843,0.9997247
"Imperial County, California",-0.001647188,5304,0.021490801,0.07606666,0.25484765,0.25836432,0.36790124,0.21389624,0.29792547,0.17794958,0.16834182,0.20899855,0.37898618,0.33526677,0.5712831,0.4018265,0.29873127,0.036130965,0.2390617,0.901993,0.99988604
"Cobb County, Georgia",-0.001528837,13104,0.01764376,0.10866666,0.47783932,0.22862454,0.47654322,0.4259325,0.13644126,0.0652099,0.08213746,0.43251088,0.29078054,0.58581054,0.6171079,0.46575344,0.6297578,0.044674397,0.7968753,0.8737387,0.9999747
"Schuyler County, Illinois",-0.001492408,153,0.24301979,0.07063332,0.28531855,0.2992565,0.3506173,0.6097723,0.22778046,0.16898955,0.07756144,0.27140784,0.8905676,0.9522253,0.6456212,0.63470316,0.53056514,0.057711422,0.9595444,0.93760437,0.99536604
"St. Tammany Parish, Louisiana",-0.001425759,8192,0.03292324,0.09779999,0.54847646,0.32713756,0.5037037,0.5410659,0.16570581,0.0762027,0.13487898,0.29898402,0.6276265,0.8332639,0.6252546,0.46575344,0.550173,0.10722178,0.93659455,0.9314724,0.9998925
"Forsyth County, North Carolina",-0.001362229,5934,0.06138103,0.10866666,0.4930748,0.26579925,0.38518518,0.49550912,0.13045406,0.08322936,0.034868866,0.3222061,0.31293297,0.61094713,0.6201629,0.3995434,0.5351788,0.012639523,0.86074156,0.8630445,0.9999286
"Mercer County, Pennsylvania",-0.001328739,1491,0.10158475,0.09236666,0.33102494,0.36988848,0.41728395,0.62573224,0.12665989,0.07919918,0.053826086,0.19883889,0.8049845,0.95766014,0.66496944,0.5091324,0.44867358,0.08335304,0.95086294,0.89288396,0.99971896
"Hennepin County, Minnesota",-0.001150453,25108,0.023141459,0.10866666,0.4930748,0.29553902,0.5185185,0.50989646,0.12654902,0.06901845,0.05069107,0.4383164,0.47960407,0.7621659,0.67209774,0.38584477,0.6378316,0.017134488,0.83163935,0.91971946,0.9999811
"Stark County, Ohio",-0.00102538,4289,0.05509402,0.10866666,0.26177284,0.020446097,0.1382716,0.6011824,0.1592078,0.032411233,0.043997526,0.3222061,0.7381419,0.9410565,0.6466395,0.46803653,0.50865054,0.07325548,0.9621381,0.92438155,0.9999219
"Holmes County, Ohio",-0.00102411,275,0.32259127,0.081499994,0.433518,0.2881041,0.41975307,0.42021933,0.15627906,0.022280026,0.016007077,0.30478954,0.968902,0.9714907,0.08757639,0.5251142,0.57324106,0.25805497,0.5438784,0.300604,0.999509
"Madison County, Indiana",-0.000480483,1949,0.076468766,0.10323332,0.333795,0.32156134,0.33827162,0.59636873,0.15533994,0.078126654,0.046328068,0.49492016,0.71825516,0.8864145,0.5641548,0.54109585,0.4475202,0.051779807,0.96779716,0.84424007,0.99978566
"Morris County, New Jersey",-0.000302098,10719,0.015962897,0.10866666,0.6731302,0.30483273,0.7061728,0.47361967,0.16769949,0.04839932,0.054775093,0.19738752,0.61094147,0.61467195,0.63034624,0.4474886,0.62860435,0.06514937,0.75540966,0.9706289,0.9999475
"Cocke County, Tennessee",0,610,0.16376655,0.048899993,0.13573407,0.1654275,0.42962962,0.6208026,0.17857471,0.06099775,0.024319129,0.13062409,0.8627942,0.9312007,0.57230145,0.39041096,0.3529412,0.07120162,0.97207165,0.8282063,0.99913234
"Durham County, North Carolina",0.000157969,4276,0.053819478,0.09779999,0.44459835,0.23977695,0.40493828,0.45837465,0.11844059,0.19725685,0.10539458,0.50362843,0.1662476,0.5626879,0.59572303,0.42922372,0.56747407,0.013632655,0.8037206,0.8841419,0.999926
"Union County, New Jersey",0.000294909,13251,0.02202611,0.10866666,0.35872576,0.3197026,0.38765433,0.35307848,0.17262267,0.07969576,0.0668768,0.37155297,0.23420948,0.23020017,0.589613,0.37442923,0.55709344,0.06709933,0.5781814,0.91855717,0.9999548
"Broome County, New York",0.000383263,3114,0.05367374,0.10866666,0.42520776,0.33828998,0.38271606,0.62003714,0.21023844,0.17304836,0.041790217,0.38026124,0.7250594,0.8768554,0.67413443,0.44063926,0.5074971,0.057632267,0.90618336,0.892637,0.99985355
"New Castle County, Delaware",0.000393954,14165,0.02607471,0.10866666,0.47091413,0.26208177,0.54567903,0.5250972,0.0821763,0.13572581,0.07788562,0.5428157,0.37897056,0.7014812,0.6364562,0.46575344,0.57900804,0.06978583,0.8534756,0.93324864,0.99995637
"Baxter County, Arkansas",0.000415844,1775,0.13284579,0.06519999,0.43905818,0.39033458,0.3530864,0.6855148,0.095863335,0.07583539,0.03665582,0.33962265,0.92693186,0.93358505,0.67107946,0.51369864,0.36793542,0.059298515,0.9721366,0.92064226,0.9988268
"Marin County, California",0.000420239,1936,0.029112885,0.10866666,0.7132964,0.2843866,0.6296296,0.49873754,0.14473069,0.06234372,0.057871483,0.29898402,0.5508894,0.5065944,0.6089613,0.3356164,0.58131486,0.039597392,0.7594112,0.967386,0.99987507
"Will County, Illinois",0.00048304,12619,0.006755192,0.10866666,0.32132965,0.37732342,0.39259258,0.42262644,0.15856412,0.054245327,0.07250667,0.24092889,0.4940185,0.4925828,0.67922604,0.5958904,0.59746253,0.1149829,0.7994968,0.94174355,0.99997336
"Fairfield County, Connecticut",0.000967472,18798,0.022122223,0.10866666,0.42520776,0.34386617,0.45185184,0.40783915,0.15241872,0.039167754,0.036226217,0.33817127,0.49139774,0.463646,0.6120163,0.24657536,0.56747407,0.09415543,0.71461207,0.9461919,0.9999722
"Kemper County, Mississippi",0.001072101,129,0.3218814,0.02173333,0.5138504,0.3345725,0.4148148,0.58981997,0.1478272,0.16342182,0.14700921,0.44702467,0.33105415,0.974944,0.6171079,0.41552514,0.2802768,0.06770748,0.9572372,0.7769609,0.9970997
"Onondaga County, New York",0.001202119,6715,0.032511562,0.10866666,0.44321328,0.3457249,0.4271605,0.56217957,0.19282687,0.12021744,0.0773663,0.41944847,0.5942712,0.8563822,0.66496944,0.43835616,0.55594003,0.035538375,0.9006507,0.8422942,0.9999442
"Alexandria city, Virginia",0.001469156,1661,0.019573625,0.10866666,0.58864266,0.21375465,0.45679012,0.47342145,0.11161346,0.030142313,0.71673876,0.7068215,0.28755653,0.48979074,0.59979635,0.42694062,0.739331,0.025044262,0.69778484,0.8705673,0.9998546
"Champaign County, Illinois",0.00162606,3494,0.046877366,0.10866666,0.44459835,0.24907063,0.34814814,0.5511787,0.1536844,0.4016479,0.056587905,0.66763425,0.45932084,0.8122637,0.7576375,0.38356167,0.561707,0.026143968,0.8430749,0.8689514,0.99990463
"Warren County, New Jersey",0.001644325,2594,0.040740456,0.09236666,0.300554,0.31784385,0.41234568,0.5424539,0.21051624,0.09108382,0.06334536,0.22060958,0.78040516,0.7560323,0.65173113,0.5502283,0.5940023,0.060896993,0.8798072,0.94990134,0.999759
